z dist z_err dist_err
6.734300486792489382e-01 4.779123262499200386e+00 1.822660049475316457e-01 6.149676741614749087e-01
1.299911271870957785e+00 1.124120701280550350e+01 2.598518656862141007e-01 1.624929028464179304e+00
1.274080187411322562e+00 1.415392549701881109e+01 2.569809321320312701e-01 1.580220332583281762e+00
9.201953877514076341e-01 5.645492105940854266e+00 1.808419991147978134e-01 6.002645195648669274e-01
7.119647956015683343e-01 8.069662711200052740e+00 2.026522163933075216e-01 8.406173820147375686e-01
6.346262933741101397e-01 4.804338279546571222e+00 1.658005486684862584e-01 4.534507671113184868e-01
7.781649497681296657e-01 8.019510313174182059e+00 2.087271356965585134e-01 9.133274665628807742e-01
6.327116410552720005e-01 5.249701112771189671e+00 1.941686374848808350e-01 7.432770821507183046e-01
6.278423130156112197e-01 3.854326080739562066e+00 1.554685468086202671e-01 3.616569757686075581e-01
1.392570424663296169e+00 9.456466451248104477e+00 2.293564025878618295e-01 1.178972802570688705e+00
1.049673812836716014e+00 6.234319935408325186e+00 1.978490476546773680e-01 7.849048224065036106e-01
1.281135540880356638e+00 7.772742134031467742e+00 2.289714017602263729e-01 1.173749665335290349e+00
9.335259066113543724e-01 5.279770424140077800e+00 1.933465303891993559e-01 7.341044775020454383e-01
1.491080337521749621e+00 1.683450846918733390e+01 3.072841361150393524e-01 2.446617318073618375e+00
7.003272670402227451e-01 4.408443316652915556e+00 1.835206098344051573e-01 6.280365617404227718e-01
1.368031261182762526e+00 6.986326844527916080e+00 2.044665548646890929e-01 8.620702731394747076e-01
4.772817024884402626e-01 1.836979372213665584e+00 1.352258670547217823e-01 2.035653987651353525e-01
9.941196358789892162e-01 8.435034217480097851e+00 2.132104782954452882e-01 9.685971302429443597e-01
1.282336563057471457e+00 5.931407850965177531e+00 1.908740314867704013e-01 7.067950311481699943e-01
1.198042766989876329e+00 8.639699247600876930e+00 2.292673942092708916e-01 1.177764366279988595e+00
8.152737456989754827e-01 8.220226696078123396e+00 2.335828907673062060e-01 1.236976838510862819e+00
1.187884490983933228e+00 9.838612102470577270e+00 2.627117675382023010e-01 1.670031883286849039e+00
1.259858297672422411e+00 1.136918922273357957e+01 2.617401128068745364e-01 1.654644735674911216e+00
1.210288302964679152e+00 7.510208358956513841e+00 2.209474406272604330e-01 1.067191996211464655e+00
1.257526370398319715e+00 9.454834360138884009e+00 2.079455356351714301e-01 9.038319549489333138e-01
7.797845211644958141e-01 3.974368633582546995e+00 1.714559286519979353e-01 5.068261691383665335e-01
1.341300663719622088e+00 8.150709914914703091e+00 2.280440270468832853e-01 1.161209890393166022e+00
1.063968806964108005e+00 1.145482682202397484e+01 2.386391988048618684e-01 1.307972659367746537e+00
1.102228330725429473e+00 7.798217612412535082e+00 2.128180985284931492e-01 9.637053870862792859e-01
9.783855299837602715e-01 7.257567363227968471e+00 2.097548838587791897e-01 9.258765919187706972e-01
1.352508127663741178e+00 1.383084350559461129e+01 2.447718620133331469e-01 1.396429893167270953e+00
1.414828456864626993e+00 7.814246272059118148e+00 2.313112307535571677e-01 1.205649152811637759e+00
1.377614235958670941e+00 1.122194821041505719e+01 2.578392772177972025e-01 1.593527629357939235e+00
1.023947239346166604e+00 4.887244868622209637e+00 1.826438783197652238e-01 6.188925640805152950e-01
8.960429596839156741e-01 8.653973103731606997e+00 2.194077724629350523e-01 1.047246812999473420e+00
8.650565533010066144e-01 9.764216332726579850e+00 2.217478271126231693e-01 1.077624126085713563e+00
1.090357965293427434e+00 7.147402080886476661e+00 2.131944214452146102e-01 9.683967463055058733e-01
1.105614955611887273e+00 6.118050968104491005e+00 2.009649926559098077e-01 8.208683264380968181e-01
7.399346384585059333e-01 6.900610817948768627e+00 2.019693367621165914e-01 8.326009205361237786e-01
9.468327352489345206e-01 5.489027891169137696e+00 1.920596820945661698e-01 7.198389289221273080e-01
6.435142858501670116e-01 2.827004080096823024e+00 1.546405028104077817e-01 3.546221889240566139e-01
9.564493491209679066e-01 4.991340617218878783e+00 1.738842275019780725e-01 5.304202846272375593e-01
6.943578981217904955e-01 4.769104272205741069e+00 1.783928055605256136e-01 5.753005177927419389e-01
1.110019082418244984e+00 7.434912532323577850e+00 2.030474837714285608e-01 8.452719911841186651e-01
8.300476423080740407e-01 5.613084298181539644e+00 1.836539341786820601e-01 6.294316864384208454e-01
1.034405990568349365e+00 6.823602358609332619e+00 2.035152605043206719e-01 8.507941821323572462e-01
1.353234055792752688e+00 8.790355215668546052e+00 2.109536478562257233e-01 9.406046008704723738e-01
8.839507256359642184e-01 9.898282397023418611e+00 2.338095183166953861e-01 1.240121516375369604e+00
1.393150127186729481e+00 1.011180101948565735e+01 2.421533974284129087e-01 1.358346045504873478e+00
4.873543962301434274e-01 5.373391719586769533e+00 1.808003223179431851e-01 5.998362862456056988e-01
1.115463631646111953e+00 1.092197779887771958e+01 2.410268668672469472e-01 1.342105975644595217e+00
1.375233672746076552e+00 1.600005060881956709e+01 2.972943717003030950e-01 2.260449509311694527e+00
7.307971653642590937e-01 4.909105081391761161e+00 1.689552358140016808e-01 4.829526778389384156e-01
7.783924077582795586e-01 3.976272603932726746e+00 1.807042912485550268e-01 5.988500094550073261e-01
1.425483095027626712e+00 1.181161833278395612e+01 2.588137470953386088e-01 1.608696874385217468e+00
1.216195346209630435e+00 8.284939775924408778e+00 2.123563054476974021e-01 9.579616892675988371e-01
1.277133345835117284e+00 8.150144025693469629e+00 2.014863840487173263e-01 8.269505808507138234e-01
1.040192284349140683e+00 7.636633915472574863e+00 2.004721326124705993e-01 8.151358963692187931e-01
7.145786263741722433e-01 6.679173805252236917e+00 1.976221224475337435e-01 7.823114995538742455e-01
1.280990915233701788e+00 9.226485078612379098e+00 2.383838783476694145e-01 1.304345778254851762e+00
7.806065043486216659e-01 5.883581710283928068e+00 1.936185990267152712e-01 7.371349719856714611e-01
1.082005803715224479e+00 6.712846472331860603e+00 2.026709985372862899e-01 8.408383173562906654e-01
1.460323109455960999e+00 2.342860265996861102e+01 3.060799822612949028e-01 2.423802848221488837e+00
7.581227704797267597e-01 4.306825100996682032e+00 1.715859074512544324e-01 5.080788141932143231e-01
1.311734010749247004e+00 8.771084906623819677e+00 2.349420492239832348e-01 1.255889072111666671e+00
1.175560540282990729e+00 7.553639495055204378e+00 2.180716428776874050e-01 1.030069078897426271e+00
4.835153886514305110e-01 3.853823472003713224e+00 1.747259613721103555e-01 5.386933887812370703e-01
5.984199976810449240e-01 6.989627968719521967e+00 1.960151400318461135e-01 7.640469849462635521e-01
1.450202328811975638e+00 9.019192036462508000e+00 2.411928572039705454e-01 1.344493431751440538e+00
1.402013327532983800e+00 1.345494943261076237e+01 2.814973449202849420e-01 1.980393968967579132e+00
1.352420735781688421e+00 1.154692989480852283e+01 2.577067979105575612e-01 1.591470428230322920e+00
1.024579913816356935e+00 5.710760498873573177e+00 1.833495720408737373e-01 6.262485759387717010e-01
8.345278288950357393e-01 6.469778782024216746e+00 1.942754051383813740e-01 7.444717101312984253e-01
4.211398277293846304e-01 1.559105399262382452e+00 1.334513576725075701e-01 1.911033116920116404e-01
1.384440726441404257e+00 1.022936508575681813e+01 2.305673921046661745e-01 1.195467701800479121e+00
1.030609923835177133e+00 3.905035729469419792e+00 1.851969173418106518e-01 6.456659836113374240e-01
1.311427890173089583e+00 1.490426189044599070e+01 2.617982864875019189e-01 1.655564138466786961e+00
1.266107038825493358e+00 8.222084198513156750e+00 2.297957515548693930e-01 1.184945612095731793e+00
9.167313943433571533e-01 4.895955964448753583e+00 1.844920745101379655e-01 6.382299054325980547e-01
1.192203067161876184e+00 9.249322121439648825e+00 2.343534648845073398e-01 1.247683623101917272e+00
8.088477797684388015e-01 9.671268768100093283e+00 2.184587750624104041e-01 1.035033680038630388e+00
6.203017845705481870e-01 3.884625454709115910e+00 1.642704396447296489e-01 4.393892030891548006e-01
1.219090225969916119e+00 7.060199073862800212e+00 2.145116695528999640e-01 9.848938279418498754e-01
8.053664125610868751e-01 5.580979117886571750e+00 1.882442941379835200e-01 6.782058268216470953e-01
6.184022687205943392e-01 3.807104803785043678e+00 1.647026012599587530e-01 4.433443137959691693e-01
1.084908955775328643e+00 1.090317122683820550e+01 2.304755727106542196e-01 1.194213522720674936e+00
4.286274878958399315e-01 3.673213733133695591e+00 1.672807072741246681e-01 4.672073147778502689e-01
8.898467659107170968e-01 6.092787870237832415e+00 1.949367874045807580e-01 7.518892330511606215e-01
1.492808226639906977e+00 9.214609877336613408e+00 2.416433791129324327e-01 1.350982848082828314e+00
1.058922470256387971e+00 8.991771242292646349e+00 2.098941253733094536e-01 9.275822975806177206e-01
8.513384948719584511e-01 8.870098573099173933e+00 2.189554247742079574e-01 1.041417674285506356e+00
1.192005435883664255e+00 8.308888366159694172e+00 2.254638229500881552e-01 1.126629457650879962e+00
1.238984214532866890e+00 1.257659957258825756e+01 2.932611741075953904e-01 2.187282176467197470e+00
1.488499795374939261e+00 1.024537226062589923e+01 2.307713464421507765e-01 1.198255612615010346e+00
1.150261606340591047e+00 9.094333209956554143e+00 2.147093953649820419e-01 9.873803121062734167e-01
1.191318210146363299e+00 9.914509674179294407e+00 2.296600668294381531e-01 1.183099615755341727e+00
9.975020383960977455e-01 6.189847962269809933e+00 1.856780541612111923e-01 6.507614405015107462e-01
1.304692563164781882e+00 1.411529163089846861e+01 2.883204896990915200e-01 2.099210053343385951e+00
1.153755299756562991e+00 5.759214116129006911e+00 2.022902379000041939e-01 8.363640950753480352e-01
8.047630716696266839e-01 5.757188598114353795e+00 1.853177952177861021e-01 6.469446491617902861e-01
8.299699370846257418e-01 4.608188403546402689e+00 1.776331084512575709e-01 5.676405621730945539e-01
6.601480724036338232e-01 4.740681796461324815e+00 1.791038568095648376e-01 5.825057890056674070e-01
8.699822998736930213e-01 6.048237870417871420e+00 1.746439384246354642e-01 5.378850753012871522e-01
1.455775962696192583e+00 1.028796069292650728e+01 2.397813193968716117e-01 1.324251341962802142e+00
6.987005213221667566e-01 5.137584615270672117e+00 1.925360429855840771e-01 7.251065555076308122e-01
6.162612074883804247e-01 4.289804112566402594e+00 1.647135066957263472e-01 4.434442867488693762e-01
8.700712134810202336e-01 4.042796905196368584e+00 1.644582649169431532e-01 4.411065775003152334e-01
1.019003450330770555e+00 4.779427788179813952e+00 1.833012524825248235e-01 6.257438174845836310e-01
1.236048046028435543e+00 9.021213926870776945e+00 2.146457588318353982e-01 9.865797661059558799e-01
1.364867998513257907e+00 1.085045728774258045e+01 2.384593688458345184e-01 1.305417672265474227e+00
1.434216012185338673e+00 8.767910171772179240e+00 2.342281311766253316e-01 1.245939404250535398e+00
1.142343655395276159e+00 4.200500113538109481e+00 1.789008656186562851e-01 5.804452949824270291e-01
1.164312343678995054e+00 1.280576688279353625e+01 2.450801623771213245e-01 1.400944858110435787e+00
1.438703997203936158e+00 9.376409079694386861e+00 2.458132592716265885e-01 1.411707028668342856e+00
1.439814294383866544e+00 1.277660132455561559e+01 2.451390052125559937e-01 1.401807334558901497e+00
1.261396287821209716e+00 8.733339966340027516e+00 2.256841695929693303e-01 1.129564865437275412e+00
6.861163449469454001e-01 3.971809491871100217e+00 1.665191924428387760e-01 4.601109155249987759e-01
1.013668570804414859e+00 1.021929849663151124e+01 2.333141010034451568e-01 1.233251667331180190e+00
9.157352446879998276e-01 6.072219824710074043e+00 2.004417676747281551e-01 8.147832634543197283e-01
7.508063998149552276e-01 7.387300308183742281e+00 2.082361826668578386e-01 9.073581207509283653e-01
4.489993516873763135e-01 1.535813161076164723e+00 1.295046496954442294e-01 1.642065756915751795e-01
6.910668488421412015e-01 4.612118014507776920e+00 1.679863445908050812e-01 4.738187416215863257e-01
1.394539543781946112e+00 1.042085135831053933e+01 2.439188733444958845e-01 1.383972106225291654e+00
1.244870842925868359e+00 4.007685316812422904e+00 1.819252946806833582e-01 6.114371550483423956e-01
5.642836592563551523e-01 5.027963956371578114e+00 1.697031750424357055e-01 4.900479193303661218e-01
1.261575645509303012e+00 7.149556773422284017e+00 2.114952309540856779e-01 9.472905291467241806e-01
1.394075060893381846e+00 1.094994841041006417e+01 2.602535388191355437e-01 1.631229608804072084e+00
1.459655394879861179e+00 1.228904570746834857e+01 2.724681561196633517e-01 1.828158969742664119e+00
7.475050585601680231e-01 5.885743768190436320e+00 1.808118886642091361e-01 5.999551197191882457e-01
1.441041065404894850e+00 1.349298825189781148e+01 2.658600251823407534e-01 1.720336445140608239e+00
1.106265670399582346e+00 7.855888906663441418e+00 2.095983325394728536e-01 9.239604155622684889e-01
5.455625514125967968e-01 7.865469421603618727e+00 2.033017178817622672e-01 8.482714265924503616e-01
6.266040047457723805e-01 5.506919088615900293e+00 1.919622045905798879e-01 7.187629213849127119e-01
6.561780140685473661e-01 3.550510784353837046e+00 1.579578957207831424e-01 3.830942081224507079e-01
1.041410742364304864e+00 6.368350910835540724e+00 1.875732292054241857e-01 6.709858263723397220e-01
1.406351729556694297e+00 1.313801603383057071e+01 2.597043251389991037e-01 1.622617529327381014e+00
1.149462095195251887e+00 5.997388785854166571e+00 1.890363660863692841e-01 6.867672458598097496e-01
4.671671200826625348e-01 4.001563483422119205e+00 1.593989281292028659e-01 3.957012909631460462e-01
1.010880847223834200e+00 1.079877974146224417e+01 2.441309309932617744e-01 1.387064519496063131e+00
1.207396293163062184e+00 9.671004019351434167e+00 2.241898325341534215e-01 1.109722516613452559e+00
1.191737369947915015e+00 8.920894069350133293e+00 2.297403665981857523e-01 1.184191945723715333e+00
1.443029784401216764e+00 1.000160088930996771e+01 2.480040450501477256e-01 1.444088525371645337e+00
8.385984488037891982e-01 6.473593415255049166e+00 2.065021154013210181e-01 8.864052758357429118e-01
8.362324370447308253e-01 3.668868711958168660e+00 1.541318772905542756e-01 3.503248695144499103e-01
1.388531974421529203e+00 8.302754397104887829e+00 2.222355522097565483e-01 1.084002459283255781e+00
4.316313792768279312e-01 2.228414235844199176e+00 1.440629498060153058e-01 2.690010265071504092e-01
9.498024116302892228e-01 1.121725580410985224e+01 2.425427917080732465e-01 1.363979778288579192e+00
9.315693989584674650e-01 5.736347534349086175e+00 1.876265594129183090e-01 6.715584840106049169e-01
1.440464349119361387e+00 1.471777957133571491e+01 2.853115807364510204e-01 2.046412305318236147e+00
1.125215412399943382e+00 5.267116805652262812e+00 1.904774715770171101e-01 7.024536575699146246e-01
1.167685545603326824e+00 6.676685860870285261e+00 2.148902860080225408e-01 9.896574161249427348e-01
1.147582066587120586e+00 9.598802891786720082e+00 2.347046147632748658e-01 1.252576151541664906e+00
1.178743605260651695e+00 8.749480011154572523e+00 2.397690057575897760e-01 1.324075359092676152e+00
1.283042685993545096e+00 9.642725255616120705e+00 2.153613292890622644e-01 9.955974895554090542e-01
8.454323982754206046e-01 3.163940594841015752e+00 1.594205511151634835e-01 3.958915640144404224e-01
1.189977910356282642e+00 8.671663507510142921e+00 2.276706444390268480e-01 1.156177648243320588e+00
1.297524572685723188e+00 9.134341964920766443e+00 2.186695381729065191e-01 1.037740803721277194e+00
1.337209523817022960e+00 1.378399868012371954e+01 2.583244078993847670e-01 1.601071304136702622e+00
9.260602643325135386e-01 8.444947956672718803e+00 2.230476479017076130e-01 1.094658765583342630e+00
1.340794695730135100e+00 9.682602617473980544e+00 2.422685446649182617e-01 1.360010906685485077e+00
1.208866021019773473e+00 5.670426733997913971e+00 2.023119140521807136e-01 8.366185414964646405e-01
1.215966028620018458e+00 4.708501593847277178e+00 2.115558464552079743e-01 9.480400779383921783e-01
1.331057624206416712e+00 1.208975828338104819e+01 2.556757302515808017e-01 1.560082591743959801e+00
2.992793070113390907e-01 6.133642877858989984e+00 1.973265680399511057e-01 7.789391273818511152e-01
1.347869841664780521e+00 1.104095671461322858e+01 2.254989626646884959e-01 1.127097359143111710e+00
1.262590464218248831e+00 9.601263133940467043e+00 2.318968258138107419e-01 1.213691182940441760e+00
2.827620717049580401e-01 1.754301115119130117e+00 1.342805010227396678e-01 1.968978652453812206e-01
1.198337496354348275e+00 4.097842405610154337e+00 1.745659935711315058e-01 5.371173782415064046e-01
1.480755460109142385e+00 1.330373253858872218e+01 2.753114586429237232e-01 1.875485430841977497e+00
1.124318166994196400e+00 9.706286246939287210e+00 2.457415172323923480e-01 1.410652197505402272e+00
1.189495965754857165e+00 6.789341085508460161e+00 2.343126568414263255e-01 1.247115596116730618e+00
1.204036395961708195e+00 8.967937192189147311e+00 2.182045271913765072e-01 1.031772043962096097e+00
6.342279474442690246e-01 3.171359315801061562e+00 1.737959528827364153e-01 5.295554832261358813e-01
1.206312192171243414e+00 1.392452249346963278e+01 2.637402094589113566e-01 1.686389444519567737e+00
1.361887242499182582e+00 1.893598755869958694e+01 2.933627630801812214e-01 2.189111079632853230e+00
1.463573088463652860e+00 9.153749543531745303e+00 2.352252778209395212e-01 1.259845997132554185e+00
1.164223269074269984e+00 6.240185466064742670e+00 2.117321734670441491e-01 9.502218926708924096e-01
7.707235282487104877e-01 8.488415900992723806e+00 2.109049764931613113e-01 9.400047218845593022e-01
1.031905302700412363e+00 7.175515945843379484e+00 2.069360931123307157e-01 8.916298792946817375e-01
4.773640969998941275e-01 3.421218745869748723e+00 1.498707983932195675e-01 3.150365978273123035e-01
7.867036076140344614e-01 4.142284810284616370e+00 1.751285721008533636e-01 5.426677019730817841e-01
1.228891489091637368e+00 7.317979350932882987e+00 2.293001567553760445e-01 1.178209109293950174e+00
1.471309252922080146e+00 1.092087160030251347e+01 2.681347328065186164e-01 1.757110125625085395e+00
1.446921114572778722e+00 1.072352888230647316e+01 2.411467092495223064e-01 1.343829491557303468e+00
1.485015509439585379e+00 1.332471805399581122e+01 2.784427423705684301e-01 1.928256474072592042e+00
3.497025635141868261e-01 4.687633975645499440e+00 1.686117286208019539e-01 4.797069573865309078e-01
4.758212220110180635e-01 3.735492595458985043e+00 1.562759903853648824e-01 3.685629231182590004e-01
1.088779861103966073e+00 1.320466457049320397e+01 2.500696453013459553e-01 1.474921637581594336e+00
7.554888385549862750e-01 5.344597695992159281e+00 1.695668420543797184e-01 4.887517386754353099e-01
6.513965822757455948e-02 2.338611513291952271e+00 1.388108283371762286e-01 2.294356394278779521e-01
9.131972582991373377e-01 5.247445048428789782e+00 1.917171397939460287e-01 7.160606265074404009e-01
1.003516828441259889e+00 6.469435200136426367e+00 1.989330897464163805e-01 7.973416865958952160e-01
1.260712257909496703e+00 1.438823148011005415e+01 2.722366800047719138e-01 1.824330820983638635e+00
1.109876759306606564e+00 7.356501504317860096e+00 2.145516005290970529e-01 9.853957622699482943e-01
1.273773786309330802e+00 8.865027659692572115e+00 2.250384127961289060e-01 1.120971601651806759e+00
8.283430243844999152e-01 9.718096397645169304e+00 2.219713389269513670e-01 1.080545140658340397e+00
1.318137477549267356e+00 9.702142103561714137e+00 2.448874643060549861e-01 1.398122089453351258e+00
8.395180238388073590e-01 6.718657811074458586e+00 1.921375780695760704e-01 7.206992504405975719e-01
1.100001386529349423e+00 9.735661168318616276e+00 2.295854665556817664e-01 1.182085211112356316e+00
9.470703576350428810e-01 4.634090750508557122e+00 1.835561876167613460e-01 6.284087339061271704e-01
1.189240414300044124e+00 6.989177028943698744e+00 2.166893092435902557e-01 1.012425186078750095e+00
4.944149421822556789e-01 2.836765696449329077e+00 1.512572323983273070e-01 3.263783428243593465e-01
1.309604731131426059e+00 1.172022427924511234e+01 2.261802687553341740e-01 1.136185898343701206e+00
5.692288112569291458e-01 4.514499988510930706e+00 1.858341929575691998e-01 6.524184161037405172e-01
5.805632950901595812e-01 5.284067362877878260e+00 1.774446217633107725e-01 5.657461896878039909e-01
1.292383697392557540e+00 6.899466180554266970e+00 2.115382427740487015e-01 9.478223716094602569e-01
1.298305106888980598e+00 7.610224862790655465e+00 2.284778220181356012e-01 1.167068276835850460e+00
8.878555809821556677e-01 5.563759194470115688e+00 1.830113651265020680e-01 6.227189286056361572e-01
1.460157773896835209e+00 1.242594595734210117e+01 2.481970249699945175e-01 1.446956711591119271e+00
5.599930729805067120e-01 4.128180034264368636e+00 1.810768637375808066e-01 6.026799982019691582e-01
7.997976229491977618e-01 5.147113790683109258e+00 1.817152059133323172e-01 6.092641208520066520e-01
1.333122871102811580e+00 7.742848018798128784e+00 2.062126317446776602e-01 8.829273364555286774e-01
1.055357894817142483e+00 1.492695838298131505e+01 2.645170697502447488e-01 1.698794072377224351e+00
8.984095370528724089e-01 6.463258042886115717e+00 1.788752410884064115e-01 5.801853896720008397e-01
1.358657002792706070e+00 1.355941480356978168e+01 2.803897647716773744e-01 1.961413983222880963e+00
6.811342090467987775e-01 3.469377981259833987e+00 1.524584517512617698e-01 3.363142531724833129e-01
1.451776662305147791e+00 1.281044682607023866e+01 2.581258999436524815e-01 1.597982586276238237e+00
1.175608913231783514e+00 1.177405385143471861e+01 2.443291696087634135e-01 1.389958200316553594e+00
1.272995522148997694e+00 6.402978141198095940e+00 2.204130225888411287e-01 1.060250747496328527e+00
1.134463954853544454e+00 1.661129908527808041e+01 2.876425749182128788e-01 2.087259234534198704e+00
1.209486540836715474e+00 5.456966276684509509e+00 2.171580469252031576e-01 1.018393512856667682e+00
7.912643302041907356e-01 3.486670308888228487e+00 1.577237050509789906e-01 3.810590258071275827e-01
2.027306753110755255e-01 3.105060691702087095e+00 1.550851583207740469e-01 3.583938705879015640e-01
5.001673970935084368e-01 4.346291181815759685e+00 1.700431591877550608e-01 4.932858838095633969e-01
1.296895635736745600e+00 1.660196218604117746e+01 2.829447232467309781e-01 2.005326033149610332e+00
1.337132532521737360e+00 1.346288355090434230e+01 2.608917528772513594e-01 1.641263454851523695e+00
8.446739579181399282e-01 4.666157165248185912e+00 1.771193444140271023e-01 5.624827374157718163e-01
6.689638911864181914e-01 4.017735259154905592e+00 1.672885016627321808e-01 4.672801561137003290e-01
6.608502726713436637e-01 4.342675013072264001e+00 1.637324576179398361e-01 4.344837005586438816e-01
1.382613381248876561e+00 1.142404535544946853e+01 2.553788815322072248e-01 1.555518954565169087e+00
9.364963863778988928e-01 7.651946599933958204e+00 2.221684542039217836e-01 1.083124009221949624e+00
8.898393819357832690e-01 5.233564324829180769e+00 1.748758570477446372e-01 5.401717622611168501e-01
4.509896569139451583e-01 2.505868281840741396e+00 1.480652693001082987e-01 3.004695563389713220e-01
8.986178655013734584e-01 9.600580103399083853e+00 2.130380762985190357e-01 9.664465294233490766e-01
1.202771118935641370e+00 8.210110742742882550e+00 2.224547032338457242e-01 1.086873730307624575e+00
8.801037697428140127e-01 7.795052303960270379e+00 2.153286829405511582e-01 9.951853172715806606e-01
1.116434355942938828e+00 7.846695364165930719e+00 2.155956246251185537e-01 9.985576823759749754e-01
9.227450688644699417e-01 4.924111511933052299e+00 1.878046424754794552e-01 6.734721378049638441e-01
4.618614637029757608e-01 3.945527405486504158e+00 1.539143847879824722e-01 3.484928308732773705e-01
1.251830585759976300e+00 7.584977707357552390e+00 2.178844247219383079e-01 1.027671843165187004e+00
1.210865126802995295e+00 7.527052943319954892e+00 2.044114800507355612e-01 8.614157705838570989e-01
6.577902264163955071e-01 6.638087034550475884e+00 2.094435788287233591e-01 9.220678793658205752e-01
1.128527209485824079e+00 1.163526017458478456e+01 2.536076854885698229e-01 1.528415460854100960e+00
5.018404116421628647e-01 5.083482511271648185e+00 1.884741973935472048e-01 6.806864210719321129e-01
7.003427664071679715e-01 3.155298785284469609e+00 1.514938484434282806e-01 3.283274964983520228e-01
1.120359876503839391e+00 7.153126399997295159e+00 2.207606958001109010e-01 1.064764264875516897e+00
1.449056905129923356e+00 1.708926756129816837e+01 3.047486545788602452e-01 2.398698395833916308e+00
1.499479800818733111e+00 1.265602417624315201e+01 2.614469592137628751e-01 1.650015165161681896e+00
1.046987590987922490e+00 6.794784026409419475e+00 1.861521009192046161e-01 6.557972591640353066e-01
1.136406389106407122e+00 9.955982843174048469e+00 2.283649414414598289e-01 1.165542593094705426e+00
1.454674731381574881e+00 1.535468576911086203e+01 2.952896965363182580e-01 2.223939052689020812e+00
9.488486614986216816e-01 6.555234535426415654e+00 2.057000798777669504e-01 8.767833639535071999e-01
1.341369748180317067e+00 7.691003088157195577e+00 2.170519177303000535e-01 1.017040885625646540e+00
1.391095601200565746e+00 1.051648885999836835e+01 2.570904091270835301e-01 1.581914774450726258e+00
6.127323178491002054e-01 5.394869728608397530e+00 1.799517577371769761e-01 5.911430339677170576e-01
1.240705845541203445e+00 1.238858806005685587e+01 2.433747314799766803e-01 1.376051053122409495e+00
3.322202512184905809e-01 2.139869633222728051e+00 1.390720576279539655e-01 2.313568954410580303e-01
1.061813061750464637e+00 6.281089789726684636e+00 2.054725002893430519e-01 8.740610864990204787e-01
1.398667114328843608e+00 9.615805206034051977e+00 2.263008280155984486e-01 1.137797438743004763e+00
5.710835727482329593e-01 4.450026888815808768e+00 1.683513864244298164e-01 4.772524642314065479e-01
2.181144257713084900e-01 1.845203366705387760e+00 1.360984861729556128e-01 2.097772015848564653e-01
2.304742614538436707e-01 2.260257998834756865e+00 1.452331002514219982e-01 2.780839018641569904e-01
1.021050708684274166e+00 6.232427577929474438e+00 2.004186746513944017e-01 8.145151224231054199e-01
8.104267929345161381e-01 9.882828224622064894e+00 2.513360461640765653e-01 1.493970175765256370e+00
5.155410438500899195e-01 2.135064488692188789e+00 1.399453190371618694e-01 2.378149778694780003e-01
1.013799200332555106e+00 8.025253460909690162e+00 2.273442863783065870e-01 1.151786963211564263e+00
1.283303189537991607e+00 9.925896134003567184e+00 2.518661118616924433e-01 1.501975894820618107e+00
9.705592608649629138e-01 1.122358573266911463e+01 2.307816064762989727e-01 1.198395934993101042e+00
9.357005617260640840e-01 1.700128553440913848e+01 2.978375095726962241e-01 2.270390229867043974e+00
9.318373881616964782e-01 8.347852772161564516e+00 2.093629613201219708e-01 9.210826251958490474e-01
4.967356066997833941e-01 2.462723886500891801e+00 1.466488966492351387e-01 2.892034419778927723e-01
8.685873352445558915e-01 5.334540351812175452e+00 1.798393715377234470e-01 5.899953700841263915e-01
1.385622716880997363e+00 7.238089498194642424e+00 2.175267557286646447e-01 1.023098699551176827e+00
7.638693600112570481e-01 5.128246948901953317e+00 1.725747999209340522e-01 5.176471201456909199e-01
4.242211696513733532e-01 4.941790613913319419e+00 1.706734572485613666e-01 4.993098199439916507e-01
1.422234145090248925e+00 8.811754567174116204e+00 2.200999657962278977e-01 1.056193663573667063e+00
1.205430552351990148e+00 1.073821314500562885e+01 2.230974102180418306e-01 1.095313206450756915e+00
1.219248657012165893e+00 9.715678290797983507e+00 2.386229434635559754e-01 1.307741615839340676e+00
1.045857808685246138e+00 6.998885790462393786e+00 2.074526862220782419e-01 8.978657695979048725e-01
1.213775274401619697e+00 9.116839717675880195e+00 2.105932505876234873e-01 9.361664907715843142e-01
1.370376563026180827e+00 7.628225908664237664e+00 2.450838956299889182e-01 1.400999570419437346e+00
9.169763295799563396e-01 6.888247590740136594e+00 2.009507884430319358e-01 8.207028868235026753e-01
1.328283289398795253e+00 1.308678248239589337e+01 2.546035497444404938e-01 1.543627946765838033e+00
1.478123684966577756e+00 1.169071954045382356e+01 2.640166019517197205e-01 1.690797994671114690e+00
1.039521250146361320e+00 8.425497345419218576e+00 2.133097487190003250e-01 9.698363800641964794e-01
1.147755491963403429e+00 1.071110157043434974e+01 2.369095157876645319e-01 1.283489384873015116e+00
5.367872583050409263e-01 2.825434521790521902e+00 1.516193425445562237e-01 3.293628671021808785e-01
6.363586849083913144e-01 5.104451594296656403e+00 1.877040475638699635e-01 6.723908942768277441e-01
1.071655068891516738e+00 1.018915275011415034e+01 2.221119519655945229e-01 1.082384517217985342e+00
1.226981966094019993e+00 1.390292087170889701e+01 2.906267913736735320e-01 2.140108689390923580e+00
7.648509687737531371e-01 6.640832472777000284e+00 1.907095789516841666e-01 7.049933728545880740e-01
