z dist z_err dist_err
1.128340555366468934e+00 6.812082249651328247e+00 1.929915163849222071e-01 7.301576556911654192e-01
1.387809778178926923e+00 9.334424468621747906e+00 2.552338360422880537e-01 1.553291290038565364e+00
9.908124785260251643e-01 6.156979352319015497e+00 1.898069694296389276e-01 6.951376486078619799e-01
1.373499929038804135e+00 1.146628349071970199e+01 2.475742921211349368e-01 1.437710464181060521e+00
1.012421620567572011e+00 5.662469599183822311e+00 1.871796087146472554e-01 6.667651435727006692e-01
1.312438829589122502e+00 1.180688518497895423e+01 2.620428652762877841e-01 1.659432130151450524e+00
1.106710609873883921e+00 1.229546110944147053e+01 2.821799008486519655e-01 1.992133216392576012e+00
1.091147545720050793e+00 6.317691206615181798e+00 2.069864302113683385e-01 8.922367099488763831e-01
8.955317108268463500e-01 5.504372496084296351e+00 1.800898931345834009e-01 5.925548270157541264e-01
6.215912008542848755e-01 3.038450273087277331e+00 1.560088762772460225e-01 3.662732913508592314e-01
1.476864593378759638e+00 8.915960301981749936e+00 2.631014834981301731e-01 1.676221778939899876e+00
6.503176636710689129e-01 5.487952827499718467e+00 1.860563457661058850e-01 6.547788124101335816e-01
1.208654054040459780e+00 7.857110415087706912e+00 2.296396703462903754e-01 1.182822229361742083e+00
6.435056578896620749e-01 4.910795940548428717e+00 1.733278247610264278e-01 5.249783102849132632e-01
1.493308365250944014e+00 1.350543984335096148e+01 2.747366966028454427e-01 1.865873225749622444e+00
9.945782211845660692e-01 1.037463060903058931e+01 2.379105976950639245e-01 1.297634524205488971e+00
3.375736126447961283e-01 2.762391839918089786e+00 1.424695661707283123e-01 2.567895814710406399e-01
1.309208442951818485e+00 1.054854259072909528e+01 2.398315988355995687e-01 1.324970028478373196e+00
6.199737495606000293e-01 3.265585270941566254e+00 1.570554993993072967e-01 3.752731605783131696e-01
1.408044797811185411e+00 1.101060475030358354e+01 2.544689278948361610e-01 1.541567515870926108e+00
9.944306429049336593e-01 1.265879606767380494e+01 2.476541442063932286e-01 1.438894607686473037e+00
1.012620652296059021e+00 1.053242698676337241e+01 2.406220240624956652e-01 1.336290994208646721e+00
1.356627539161356477e+00 1.068253529469918561e+01 2.277135395096205606e-01 1.156755280653752660e+00
8.146684427082082625e-01 8.182059438302262677e+00 2.095254639180858247e-01 9.230690773812729732e-01
1.229454611312324586e+00 5.859849480781313069e+00 2.384967461838337910e-01 1.305948539621059501e+00
1.158159254984358899e+00 7.673479219752162628e+00 2.429811361646898316e-01 1.370334152893493362e+00
9.771053163140820397e-01 7.267019951264811262e+00 2.145254188406543749e-01 9.850666449212284181e-01
1.257282868271818010e+00 1.122082645766695030e+01 2.397731932418401546e-01 1.324135204207251615e+00
1.275170369605074683e+00 1.090073552104508892e+01 2.629140703482324426e-01 1.673243766871370664e+00
1.111919034276189766e+00 4.779907218072660058e+00 2.053660079530506555e-01 8.727884481916866610e-01
1.207851388058403419e+00 6.923299889795730522e+00 2.192851044568188412e-01 1.045664686279757838e+00
7.145183016993009728e-01 5.928482827016490653e+00 1.875729229931663022e-01 6.709825388372988586e-01
7.951796997788747046e-01 3.608961710636923836e+00 1.597955848182923688e-01 3.991968764749129206e-01
1.403778071603485333e+00 1.631282428897915082e+01 2.860010837509758264e-01 2.058455109224577306e+00
5.576305721335641508e-01 2.438767225659521642e+00 1.534867596195927941e-01 3.449004153070057699e-01
1.091752580343231083e+00 1.039568081924026188e+01 2.321944366767332846e-01 1.217787273118323021e+00
1.151633314249439044e+00 1.097913088471887377e+01 2.546117421993182028e-01 1.543753375234722780e+00
1.246504479976839441e+00 7.822017278459624023e+00 2.110671147048787388e-01 9.420037155312490640e-01
1.296250857648876043e+00 8.013875746680007239e+00 1.942815399073336280e-01 7.445403759013603517e-01
1.296923840872217681e+00 1.600594761673802680e+01 2.801889945267982962e-01 1.957982664031396425e+00
1.479821483659508718e+00 7.180430570373950161e+00 2.073221664687238952e-01 8.962885289857981386e-01
6.981120893019425733e-01 4.154554970982973217e+00 1.674351628855673679e-01 4.686515393786725436e-01
1.226442174019577891e+00 1.029159841419817845e+01 2.577656931478516933e-01 1.592384831735261352e+00
5.873136775877179083e-01 5.228177826773406700e+00 1.922393156742825127e-01 7.218235128728323069e-01
1.418484350066455013e+00 1.154748522828729840e+01 2.470832281024606114e-01 1.430437998154492130e+00
1.480809515467827131e+00 1.033347740884501142e+01 2.185395313988572896e-01 1.036070588711536233e+00
9.089510444918003085e-01 6.167704189249672453e+00 2.114776732325801545e-01 9.470734635394899570e-01
1.068085514455161311e+00 8.072997188997119267e+00 1.935032569014714376e-01 7.358495938904197065e-01
6.462444378356683172e-01 5.573057651644832688e+00 1.939207623735603458e-01 7.405065881198635847e-01
1.282689500811837080e+00 6.607915666817152811e+00 2.129824697522095522e-01 9.657533056471915289e-01
1.292290109784613339e+00 1.127646220097486029e+01 2.513903538258250303e-01 1.494789509656619941e+00
8.694449370597799875e-01 5.602808237449932172e+00 1.894969281882927237e-01 6.917650713931033923e-01
1.407231525790570981e+00 1.321063225484888370e+01 2.733109716797385569e-01 1.842128910983894530e+00
9.790663855672724347e-01 6.295363310520308175e+00 2.008858763953838000e-01 8.199470164108805248e-01
1.321202087737078923e+00 1.141702083059183970e+01 2.679558268357205009e-01 1.754204876419859449e+00
9.735221226153460972e-01 6.205823424413683398e+00 1.854558565283750127e-01 6.484063037155778364e-01
1.162054026163807929e+00 6.798039858470880326e+00 1.962173482294448101e-01 7.663355650184165979e-01
1.107142579529664328e+00 7.916801100474450514e+00 2.136085256845118296e-01 9.735702286207863487e-01
4.251268516990064916e-01 1.437328740252640014e+00 1.269757033944466929e-01 1.475703343770098652e-01
1.332125948047517827e+00 1.134285262162316421e+01 2.495161911731076931e-01 1.466631497357989256e+00
1.218189641158844871e+00 8.857289554830044764e+00 2.273077100447642163e-01 1.151295333095943674e+00
8.701508458116379296e-01 7.077814898534957599e+00 1.914980056577206824e-01 7.136477289795833956e-01
1.345355885618944924e+00 7.671251682914566494e+00 2.090446036913492511e-01 9.171961850685247386e-01
9.671153141427921707e-01 5.712048340492125398e+00 1.960888390286430194e-01 7.648807835290784007e-01
8.234018341178757083e-01 1.054320862748256538e+01 2.307410215365508221e-01 1.197840913026913423e+00
9.357430580104342255e-01 7.023334279780286238e+00 2.051977060308834422e-01 8.707787253897588675e-01
1.177454673519880979e+00 1.039549277461338406e+01 2.352620761927388671e-01 1.260360501627433294e+00
1.249360584950822251e+00 5.685415489913310694e+00 2.097341521023060595e-01 9.256227410677567713e-01
9.223186414332169569e-01 7.744501763922052362e+00 2.062748421637611296e-01 8.836742696552934984e-01
1.168258562227032060e+00 7.608557673955288259e+00 1.997099150210911722e-01 8.063031058550426122e-01
1.298781081489939648e+00 8.026703904801557599e+00 2.398240793138390614e-01 1.324862534591373597e+00
1.447381388175960293e+00 9.670014979912684439e+00 2.290226571156935287e-01 1.174444440743452223e+00
1.398580631449796163e-01 1.573192059852411173e+00 1.284106716101506007e-01 1.569524472522386138e-01
9.428788205804754519e-01 1.044273307206730728e+01 2.190984290982894989e-01 1.043258981513319306e+00
1.016605705072034738e+00 8.470453761923799618e+00 2.237427968104211962e-01 1.103816181760722159e+00
7.173095091364792841e-01 7.178156257016230057e+00 2.012813089935317490e-01 8.245560870973924761e-01
6.778366166552491912e-01 5.207113462477954258e+00 1.935650295354982287e-01 7.365378784187726069e-01
1.072205939642002059e+00 6.392077634748383197e+00 1.976349225694685741e-01 7.824576873534834220e-01
1.256969741190915757e+00 7.310728048223746889e+00 2.009763312392322254e-01 8.210003992761351066e-01
9.562232059849751220e-01 8.485284702816281666e+00 2.159760251991798552e-01 1.003371787506099011e+00
1.223913627644568569e+00 1.227566873289131522e+01 2.477898575899429301e-01 1.440908134846986766e+00
9.330436387595099079e-01 1.384197358816724943e+01 2.365000488642285958e-01 1.277723429740938332e+00
1.137692322153929902e+00 7.956705464607953360e+00 2.183891020168804153e-01 1.034139437077481904e+00
6.704244811539781246e-01 7.282535231430657952e+00 1.957630445941928865e-01 7.611976801210941224e-01
1.377984628791569577e+00 1.579898659425903240e+01 2.841385755403158520e-01 2.026001137659732887e+00
8.637589018837479315e-01 7.806947053365395739e+00 2.100272375524943613e-01 9.292141513501127603e-01
1.370646214366984861e+00 1.174572416158305010e+01 2.519689130098733409e-01 1.503530765181039675e+00
9.162988085013630268e-01 6.605690305527132544e+00 1.893825468852222416e-01 6.905225045610871026e-01
9.848478963922455698e-01 7.080562523893176419e+00 2.151964457507785089e-01 9.935165151424950603e-01
8.774247754667524601e-01 6.608561480108518182e+00 1.996558880882373099e-01 8.056785259835778090e-01
1.148491436746848393e+00 8.835637774035802749e+00 2.378784494636222435e-01 1.297179209017878643e+00
1.014899189016713388e+00 4.003342064315383197e+00 1.710897067302000474e-01 5.033030291247976296e-01
7.439405033186955452e-01 6.089323600242552814e+00 1.761686701735877270e-01 5.529863546060787005e-01
8.314579780313222646e-01 3.642585512830669892e+00 1.679808352704703356e-01 4.737669892758246126e-01
1.099374252908105642e+00 8.184562656190257357e+00 2.130829362777416081e-01 9.670059334387011152e-01
4.593159213595151558e-01 4.804941030335181829e+00 1.703465156385976786e-01 4.961817321041475104e-01
7.768407917618918024e-01 7.852226739709853298e+00 1.922523077337104924e-01 7.219671337818714951e-01
1.441928157928902277e+00 8.236057590899207526e+00 2.358421921744513206e-01 1.268483752109549556e+00
7.218111613354600831e-01 9.240601845599876185e+00 2.149858299011907781e-01 9.908610486412832152e-01
7.757063700684740937e-01 4.353770914959737226e+00 1.638531402295739514e-01 4.355823815698724455e-01
7.351137369423557111e-01 5.585240863533216249e+00 2.003784079329947176e-01 8.140476584529513504e-01
9.081912508901541781e-01 6.382176425985523593e+00 2.059413934400750046e-01 8.796737712165014766e-01
1.162570920488454895e+00 1.438082291937761603e+01 2.792704838711473347e-01 1.942320475714608419e+00
1.073377913464464706e-01 1.419012823811058865e+00 1.271236919693319867e-01 1.485309152603238314e-01
1.442758076026757985e+00 1.131542641147174955e+01 2.436265843409500809e-01 1.379714742270157890e+00
1.235711791617069899e+00 8.728224840603218126e+00 2.437487893770070857e-01 1.381494019021280772e+00
1.356443183583565304e+00 1.527043205052413377e+01 2.650197470805363831e-01 1.706842904974456898e+00
7.207054368473041484e-01 3.891224635776761698e+00 1.632804540657410153e-01 4.303776777219867067e-01
9.233599477189355920e-01 7.374207881274608134e+00 2.123300152210734204e-01 9.576351325095303624e-01
1.121938150705624526e+00 5.857198177951111973e+00 1.958005651327196783e-01 7.616214815500124136e-01
1.202843136502363075e+00 8.510348453395739199e+00 2.125290510968889102e-01 9.601085703978824437e-01
1.841527199828872918e-01 2.166524247275569692e+00 1.412273961323216309e-01 2.473953551186043320e-01
1.462965019157501434e+00 1.184231168316812699e+01 2.511907295589880795e-01 1.491778797399162082e+00
1.071091293606501349e+00 3.759704062032247496e+00 1.566221240545614957e-01 3.715373039161791180e-01
8.312827798636759358e-01 4.641154006847081348e+00 1.775710418843606253e-01 5.670164976208763585e-01
6.834976972506938697e-01 4.241217046111113831e+00 1.853502628858243184e-01 6.472882672520605674e-01
1.192412266872749704e+00 6.821103018548319241e+00 1.903106798149962198e-01 7.006308909218010861e-01
1.104738365026591618e+00 8.393701570942043944e+00 2.115781505816509422e-01 9.483159453627095781e-01
1.078056658168397020e-01 1.543295971947729051e+00 1.290046551626161386e-01 1.608802533666213175e-01
9.658854734723851809e-01 8.532898239721191658e+00 2.006999367998193451e-01 8.177834225371560795e-01
1.224300710140895365e+00 1.817969126387448497e+01 2.810543144978847052e-01 1.972791724306835359e+00
9.990564309890448413e-01 5.778159588554907522e+00 1.860832019706513685e-01 6.550643904636621606e-01
1.297098448302122842e+00 1.486925263149734100e+01 2.806160521604385560e-01 1.965284782867458890e+00
8.707003097146488457e-01 5.923225279298512724e+00 1.837488650726840089e-01 6.304257965941562070e-01
1.050017421821612951e+00 7.339832233532925798e+00 2.038683202598437494e-01 8.549719684432213196e-01
1.313380078200790058e+00 8.375051663680812553e+00 2.160815860205902161e-01 1.004709442196369151e+00
1.420416439329104996e+00 6.805090041888863794e+00 2.137925255609260111e-01 9.758727157780590078e-01
1.300318608721293678e+00 6.670835978176198999e+00 2.093543592028250799e-01 9.209775218631643945e-01
3.481638002682115318e-01 2.435236640212437909e+00 1.475389019766704946e-01 2.962661553871825948e-01
8.274440517654577665e-01 6.405793656352744669e+00 1.937765560247993735e-01 7.388967214716188892e-01
9.676421593765756057e-01 7.148233677266582653e+00 1.971720488931939519e-01 7.771783787640152985e-01
1.020521081102268024e+00 6.260022771153952448e+00 1.826126440758568392e-01 6.185677707591988872e-01
6.481344676962970119e-01 5.251815013213876782e+00 1.852837801864624379e-01 6.465847318839489377e-01
1.160698240985528651e+00 8.325318828414280503e+00 2.379881239580171060e-01 1.298732819011298112e+00
9.891580450874510877e-01 6.203618867341629262e+00 1.862094563809789660e-01 6.564075883891306029e-01
1.472316821185280844e+00 1.256713480545559136e+01 2.791446680187732454e-01 1.940179682266372163e+00
1.114755170833566122e+00 1.007528124530199953e+01 2.160646807631115829e-01 1.004495169724270331e+00
1.239610398819992909e+00 7.034648822228663612e+00 2.080354329877436015e-01 9.049219873669559489e-01
1.251445032908641508e+00 1.631049356910049752e+01 2.802158443529924048e-01 1.958441385421643810e+00
1.262205125091887759e+00 8.653777631586406116e+00 2.384332049862520064e-01 1.305046125932629808e+00
7.881010629663555145e-01 5.628505740491497100e+00 1.791511227763349645e-01 5.829859744931361609e-01
1.466335284711477005e+00 1.072005812675767800e+01 2.457548753025835531e-01 1.410848575933352667e+00
1.469299979281878166e+00 9.820276557970522902e+00 2.192064369080214681e-01 1.044650600245109029e+00
8.488196043531212043e-01 5.271384620338420035e+00 1.856932828142841552e-01 6.509229767504102204e-01
1.091802960209725892e+00 1.515848559482060232e+01 2.625475325109196678e-01 1.667426468834523501e+00
5.321167063151194254e-01 3.191784269092705184e+00 1.628202918084322715e-01 4.262120861906032454e-01
1.190143406528589576e-01 2.321817525333726095e+00 1.362814780702464867e-01 2.110868158304082531e-01
9.395844783756137630e-01 4.313947686634556966e+00 1.827094073108099792e-01 6.195741923817241759e-01
1.409131310363845868e+00 1.014361571726106703e+01 2.332104401523315274e-01 1.231816344924434592e+00
1.403567243022012523e+00 9.761004962047270084e+00 2.348350781425950773e-01 1.254396028833953958e+00
9.899753187203050864e-01 8.403327255755357328e+00 2.611518703749113324e-01 1.645361031375903726e+00
8.140544640028188894e-01 4.320107656323097345e+00 1.662358433625870102e-01 4.574806697043726222e-01
9.370425230715107023e-01 4.187065426656575440e+00 1.834798299734598237e-01 6.276100779924634887e-01
1.302689053398883301e+00 8.752065075674567041e+00 2.259551098546991321e-01 1.133178806124551130e+00
1.398819689494901208e+00 9.100366605073679338e+00 2.495865464795244404e-01 1.467684175048422635e+00
7.487435902498800200e-01 4.438031817551198799e+00 1.665645324341483158e-01 4.605323081120462625e-01
8.302019318580466933e-01 4.303168519667300629e+00 1.787599294753619006e-01 5.790163596321500350e-01
1.277385910051452189e+00 1.231249479951661385e+01 2.640746846878575527e-01 1.691725105400327722e+00
9.503233556930440473e-01 6.537166507627383716e+00 1.933236227076489955e-01 7.338495453969372528e-01
1.381557350447683907e+00 8.411570932184874394e+00 2.218497147903523425e-01 1.078955246260083989e+00
6.214519499183456253e-01 4.629745723311526007e+00 1.694024563215700552e-01 4.871905507438172855e-01
1.080744430346563423e+00 8.043990316395960960e+00 2.156834620240103695e-01 9.996684219931147863e-01
6.354028412966926664e-01 4.404882551709937921e+00 1.716870908061273182e-01 5.090547533661642365e-01
8.803380964310445478e-01 5.452373151020256437e+00 1.849647244317883243e-01 6.432126073891925033e-01
4.381084671923604623e-01 4.247919383012745520e+00 1.652318298289048026e-01 4.482053796062254736e-01
1.263259848163220900e+00 9.271233504792354196e+00 2.194266392001719135e-01 1.047490240095950043e+00
9.060256449438706117e-01 9.184252909555771893e+00 2.145739921245939097e-01 9.856772731791412223e-01
1.233080691432343112e+00 8.471056111282429413e+00 2.110047064904204683e-01 9.412340762935100802e-01
1.034363651446774224e+00 9.334552492105366639e+00 2.100507444687975678e-01 9.295024533586524473e-01
1.330016291655317540e+00 1.409420051726186607e+01 2.491427600305071433e-01 1.461049801170327678e+00
1.459219509796918945e+00 6.980233029116630128e+00 2.128397469469683334e-01 9.639750019835372497e-01
1.477159606096462907e+00 1.555160174247900429e+01 2.798331869194414234e-01 1.951908546540003453e+00
8.610696468193471675e-01 6.115356749639059508e+00 1.998451235442543494e-01 8.078670577026140220e-01
1.261780915904072042e+00 1.004976418783618897e+01 2.505245928554737378e-01 1.481752026764149299e+00
1.398899286096902950e+00 1.225521862817480390e+01 2.439931992848932141e-01 1.385055642198496084e+00
1.464910532016875822e+00 1.086041668360339152e+01 2.486784483733615048e-01 1.454123074407757121e+00
1.460274948244091542e+00 1.054097570372900172e+01 2.384705176226915302e-01 1.305576007450468534e+00
1.191345307439538814e+00 6.063194376018481435e+00 1.931121298649867979e-01 7.314975979848904464e-01
1.031387222102962520e+00 7.372921627767516028e+00 1.890063845991185321e-01 6.864424005670638484e-01
1.417559034575003540e+00 1.599372125239536047e+01 2.658725259817547593e-01 1.720537557412898488e+00
1.000581244904964473e-01 1.635496390931711730e+00 1.398311304669200561e-01 2.369674056839484733e-01
1.411548059998856797e+00 9.307113261884889965e+00 2.451193174055096291e-01 1.401518738236399386e+00
1.323311972042059192e+00 1.276471371400367083e+01 2.765011350387651112e-01 1.895454407335376734e+00
7.712664782929433693e-01 8.059910804408424667e+00 1.965020640380304995e-01 7.695626770706196496e-01
1.289320202318954722e+00 1.056044797626178067e+01 2.431571935778156779e-01 1.372890041981192022e+00
1.342200885061871407e+00 1.084737782954273655e+01 2.449858574868221950e-01 1.399563099490580109e+00
1.265216119603682854e+00 8.822817053014448518e+00 2.278541951111772157e-01 1.158650253521817275e+00
1.497561873911095853e+00 9.957413452496336248e+00 2.493290652171123445e-01 1.463833317193806716e+00
1.062218782720895094e+00 1.232380212050953716e+01 2.423966774985816253e-01 1.361864588759893913e+00
6.566354024514622356e-01 5.743460959133926735e+00 1.877842312502134847e-01 6.732526921330241887e-01
6.204726212675043540e-01 4.557583123914396239e+00 1.786207112854583945e-01 5.776061775609011573e-01
9.974869483892243593e-01 6.130499571681367499e+00 2.121791789004572049e-01 9.557624693260847737e-01
1.316828778101709174e+00 9.970363160526568791e+00 2.266930552104003405e-01 1.143047275714919708e+00
1.485644376218687279e+00 8.701276843083435963e+00 2.231882895373386022e-01 1.096508826085316857e+00
1.346088704080670606e+00 1.226875194411470993e+01 2.694514962868706509e-01 1.778561314419085493e+00
9.763547409505755059e-01 8.037602243981723404e+00 2.151752091760588681e-01 9.932486254268741988e-01
1.115546890244881073e+00 8.523184349280493066e+00 2.330169081089587257e-01 1.229138600624709143e+00
1.362784763565410451e+00 6.546187518410126138e+00 2.153754236942432287e-01 9.957754590646522574e-01
6.687369387393122810e-01 4.122340293668512068e+00 1.732794782520704624e-01 5.245064547854475512e-01
1.344469967494464013e+00 8.568833760026960178e+00 2.274836573960882236e-01 1.153661114133840426e+00
1.362165028818939527e+00 8.393298609162167523e+00 2.290517982524861995e-01 1.174839533919591394e+00
5.906666222649714637e-01 4.152093943677601651e+00 1.619628971486491431e-01 4.184897420622205599e-01
1.076130158503357581e+00 1.297416221020111315e+01 2.595034880849536596e-01 1.619473456399516342e+00
1.410739762558776755e+00 1.120785828769746928e+01 2.587293249162697650e-01 1.607380109769924292e+00
1.406310048340361218e+00 9.075502670608912581e+00 2.274961107281837092e-01 1.153828641131202204e+00
9.973436029743090181e-01 7.369551755717949959e+00 2.390238308985887794e-01 1.313444862171103900e+00
8.322500625981310574e-01 6.880497162841475500e+00 2.085974681532875019e-01 9.117492867429084491e-01
1.197178907733853714e+00 1.171806626413072472e+01 2.490164336100058606e-01 1.459163762503431050e+00
1.269034984218239126e+00 8.965906317641358925e+00 2.347179396521293926e-01 1.252761971535713448e+00
8.128603674941895507e-01 9.133851238593665656e+00 2.316386428030960121e-01 1.210142646635687935e+00
5.562089579047093668e-01 5.322860348833147626e+00 1.838028555553875565e-01 6.309914559677103352e-01
1.167091025042970465e+00 9.293298138046630186e+00 2.312146794406518824e-01 1.204325453026287018e+00
9.104395536773219888e-01 8.517936258618814094e+00 2.066739109270342434e-01 8.884719698130228993e-01
9.862559241816405420e-01 9.304336090517002944e+00 2.270469084808285631e-01 1.147792489074444200e+00
6.468659029641524727e-01 3.840019203479641874e+00 1.793233605702276301e-01 5.847370705149471659e-01
1.151498507522006554e+00 7.397430338006895312e+00 2.013014078242483795e-01 8.247906383258020169e-01
1.297644854636691436e+00 1.240577059714333785e+01 2.889698599227366604e-01 2.110687877791242339e+00
9.478574647909037143e-01 5.019898209371652875e+00 1.881031414887805731e-01 6.766846129677964727e-01
1.351071598759849834e+00 1.931218476181960497e+01 2.876483531813990857e-01 2.087360962232435391e+00
7.970911344861061343e-01 4.558851696999543179e+00 1.655839152105530454e-01 4.514500838429022500e-01
2.848186465640972775e-01 2.722594537990816299e+00 1.472499892981566361e-01 2.939673193671553109e-01
4.395544812326539486e-01 3.078046888505569179e+00 1.566265473037542488e-01 3.715753677353997309e-01
1.362888907081269529e+00 1.193806165833893473e+01 2.500711539741371503e-01 1.474944264636072644e+00
1.014764013451290525e+00 6.632092932505829985e+00 1.935681670930157194e-01 7.365728447190899031e-01
7.248906937285233276e-01 2.871502742669168828e+00 1.469773462497098448e-01 2.918033547888136403e-01
4.383775049583699679e-01 4.571159916165909110e+00 1.728290283893964274e-01 5.201178433767768006e-01
1.174731442861460806e+00 8.207132423961065015e+00 2.076696660014900608e-01 9.004903823789611739e-01
1.331622680645410561e+00 9.674932737130388816e+00 2.408040264271568143e-01 1.338903806090170789e+00
1.324034590989191962e+00 1.204384145081145618e+01 2.786758699843912557e-01 1.932212668234849717e+00
1.161367934893851706e+00 7.198663645419907553e+00 2.160260127973162581e-01 1.004005130161020665e+00
9.062871467107125323e-01 5.353160682274794802e+00 1.823341745411032333e-01 6.156750158101532699e-01
9.497484360056299701e-01 7.427114588495218328e+00 2.204202446839556018e-01 1.060344421533664372e+00
1.217386475576153870e+00 9.698648601432765304e+00 2.385093294879433723e-01 1.306127280797483747e+00
1.045379563555054903e+00 1.054460116990216711e+01 2.106074954236842878e-01 9.363417411032750604e-01
6.104391222263613193e-01 2.528538125013135129e+00 1.437013356844782652e-01 2.662138146092776214e-01
1.127220773069717463e+00 9.670339973600100336e+00 2.313774844883085824e-01 1.206557846841642245e+00
1.398159585425888807e+00 1.396902131939091873e+01 2.620806289437003223e-01 1.660029727739592564e+00
7.426019128923305734e-01 6.140289655021224036e+00 1.945750147616715497e-01 7.478281985745161009e-01
5.234866884066674553e-01 5.679067773509039796e+00 1.824135920978492142e-01 6.164994691104331848e-01
1.238852863781765068e+00 7.929390087388589414e+00 2.040929428712838500e-01 8.576343575645200001e-01
1.100220460246313925e+00 7.487698033496362982e+00 1.994421795601294400e-01 8.032098879591275109e-01
9.976135939944584807e-01 4.120499910564229040e+00 1.682802046673481655e-01 4.765821800105895512e-01
3.390687223039430265e-01 2.999455302693397662e+00 1.461036856987608934e-01 2.849045777073566099e-01
1.355267131780510725e+00 7.421651084682687305e+00 2.197852049110976813e-01 1.052121221354574754e+00
1.404015459048403303e+00 9.055149157661361414e+00 2.162399886964858631e-01 1.006718125034564926e+00
1.210156498571572925e+00 1.751300730352756574e+01 2.819803884317164666e-01 1.988698445515559632e+00
1.211745277346544691e+00 7.591338264680318915e+00 2.293981464025484363e-01 1.179539730244743456e+00
1.357514365937992018e+00 1.141315280483389216e+01 2.588023767358427207e-01 1.608519497925574804e+00
1.236410794932679247e+00 7.395390293978932661e+00 2.073405557684634692e-01 8.965106808223044510e-01
4.759259627933546954e-01 2.712904595297336297e+00 1.459629856940274639e-01 2.837986098564175830e-01
1.432419276960354093e+00 1.161436941622295649e+01 2.476860456936995358e-01 1.439367804030091458e+00
1.331453255833215055e+00 1.199542376613347550e+01 2.450774579539145570e-01 1.400905224307464447e+00
1.067677469222595210e+00 5.501567935725723224e+00 2.014225092794069694e-01 8.262044607913715533e-01
6.820803774959041110e-01 7.664739653901591510e+00 2.232041238632029578e-01 1.096717201996527447e+00
5.147434208171867143e-01 1.905103270576366414e+00 1.357368379185437124e-01 2.071961090198211619e-01
1.399953812445062118e+00 1.418479622912060734e+01 2.666502393088651113e-01 1.733070660431264898e+00
1.018660255521508962e+00 5.480508543230710572e+00 1.831642643790309666e-01 6.243136717257077306e-01
1.031492377950326444e+00 5.472385928889801576e+00 1.811350460235012783e-01 6.032789601993130413e-01
4.956751350265805045e-01 2.900152328743418551e+00 1.617087731026533304e-01 4.162107084506660448e-01
6.141987241517690155e-01 4.090436284681276291e+00 1.634144759932935898e-01 4.315936631131843115e-01
1.006327318555034767e+00 4.961270892164457713e+00 1.918478074670372513e-01 7.175009715083341399e-01
1.286241701099883228e+00 7.811469417990395847e+00 2.474817140319527375e-01 1.436338152217076169e+00
1.367645747327914219e+00 1.833767401272795894e+01 3.081313258503146635e-01 2.462730146474613413e+00
9.110541741816400307e-01 6.594688060170106780e+00 1.954442726413667952e-01 7.576009557436907960e-01
1.484827651733638731e+00 1.749889659103307693e+01 3.214903628463282037e-01 2.723551112869997404e+00
9.574271272784642406e-01 7.561782147686667344e+00 2.223910575518043553e-01 1.086039520828834259e+00
7.984259989426513160e-01 5.426103007838134040e+00 1.851215042244037101e-01 6.448687567075538363e-01
1.149664657678537205e+00 8.434364893855066825e+00 2.187392648901901326e-01 1.038637066394645370e+00
1.272420242307785720e+00 1.656914124087759532e+01 2.820227748561991432e-01 1.989427930140238887e+00
7.707666831260339135e-01 8.127664514420445130e+00 2.323707373028169876e-01 1.220216593768537194e+00
1.346655946469181409e+00 9.083282502346651910e+00 2.261036084736243734e-01 1.135161679911321331e+00
1.111982267562485527e+00 5.411141392856892551e+00 2.156594144800636492e-01 9.993642788507887120e-01
1.190859979611739838e+00 8.893594141067012515e+00 2.298686567716613782e-01 1.185938009432686568e+00
1.140092545771287602e+00 8.333741904214928553e+00 2.181910370709797542e-01 1.031599107929628500e+00
1.066932047889236790e+00 1.109656834206196407e+01 2.332411921649640840e-01 1.232242070880140927e+00
1.354610814613672165e+00 9.998862686167555580e+00 2.586078276810043208e-01 1.605485934950720006e+00
1.121798589318338646e+00 7.939535145147993411e+00 2.272629003898097300e-01 1.150693161526740615e+00
1.205266208259165861e+00 1.584790332362140930e+01 2.735753501534023968e-01 1.846521246080733647e+00
1.233685740401425202e+00 5.847503468497130541e+00 2.012736521907149412e-01 8.244667402430136960e-01
1.472693133655920361e+00 9.634056158491112853e+00 2.559460389948197689e-01 1.564243496994232929e+00
9.967395831807336348e-01 5.458916486771272503e+00 1.813336418817090567e-01 6.053251638676597768e-01
1.090454320520322096e+00 8.942196591833734942e+00 2.063576600217199852e-01 8.846690355617716772e-01
1.031801314164044525e+00 5.748204040845358520e+00 1.864322744859083225e-01 6.587807631693675114e-01
1.047479299914534590e+00 8.755764113529872716e+00 2.485430282138610392e-01 1.452105630147982218e+00
1.253652039000321183e+00 6.319773843354631104e+00 2.011464925593611786e-01 8.229835035597136139e-01
1.311041868076434413e+00 8.104484705739054107e+00 2.093641321604848005e-01 9.210969312748862325e-01
1.327182355898732125e+00 1.353929264978360258e+01 2.776529955427234908e-01 1.914882567661875923e+00
1.183039793148269458e+00 8.053102275190136439e+00 2.301184380850986588e-01 1.189340822144525855e+00
1.174214073576523187e+00 6.821868772778687529e+00 1.862362585663405457e-01 6.566928719439388829e-01
1.495097772763185340e+00 1.109279156296568836e+01 2.409174587636115916e-01 1.340533379540864711e+00
3.236703589275786719e-01 2.066532548727241014e+00 1.404553691275865768e-01 2.416122601495882816e-01
